,Name,Acceleration,SprintSpeed,Agility,Stamina,Aggression,Total,Acceleration Proportion,SprintSpeed Proportion,Agility Proportion,Stamina Proportion,Aggression Proportion
8018,M. Jiménez,41.0,44.0,55.0,39.0,12.0,191.0,0.21465968586387435,0.23036649214659685,0.2879581151832461,0.20418848167539266,0.06282722513089005
8019,K. Nagai,93.0,93.0,83.0,91.0,61.0,421.0,0.2209026128266033,0.2209026128266033,0.19714964370546317,0.2161520190023753,0.14489311163895488
8020,C. Philipps,61.0,61.0,59.0,78.0,66.0,325.0,0.18769230769230769,0.18769230769230769,0.18153846153846154,0.24,0.20307692307692307
8021,M. Sadler,58.0,53.0,70.0,74.0,76.0,331.0,0.17522658610271905,0.16012084592145015,0.21148036253776434,0.22356495468277945,0.229607250755287
8022,F. Centonze,78.0,74.0,71.0,80.0,63.0,366.0,0.21311475409836064,0.20218579234972678,0.19398907103825136,0.2185792349726776,0.1721311475409836
8023,J. Ligali,46.0,42.0,37.0,39.0,13.0,177.0,0.2598870056497175,0.23728813559322035,0.20903954802259886,0.22033898305084745,0.07344632768361582
8024,A. Sánchez,23.0,20.0,23.0,18.0,13.0,97.0,0.23711340206185566,0.20618556701030927,0.23711340206185566,0.18556701030927836,0.13402061855670103
8025,A. Nalini,68.0,69.0,65.0,59.0,40.0,301.0,0.22591362126245848,0.2292358803986711,0.2159468438538206,0.19601328903654486,0.132890365448505
8026,Zheng Zheng,79.0,75.0,63.0,67.0,70.0,354.0,0.2231638418079096,0.211864406779661,0.17796610169491525,0.18926553672316385,0.1977401129943503
8027,Héctor Rodas,47.0,55.0,48.0,55.0,74.0,279.0,0.16845878136200718,0.1971326164874552,0.17204301075268819,0.1971326164874552,0.26523297491039427
8028,D. Høegh,54.0,44.0,54.0,69.0,64.0,285.0,0.18947368421052632,0.1543859649122807,0.18947368421052632,0.24210526315789474,0.22456140350877193
8029,C. Martschinko,79.0,80.0,82.0,76.0,68.0,385.0,0.2051948051948052,0.2077922077922078,0.21298701298701297,0.1974025974025974,0.17662337662337663
8030,F. Micolta,88.0,90.0,71.0,69.0,43.0,361.0,0.24376731301939059,0.24930747922437674,0.19667590027700832,0.19113573407202217,0.11911357340720222
8031,J. Piotrowski,68.0,67.0,66.0,74.0,60.0,335.0,0.20298507462686566,0.2,0.19701492537313434,0.2208955223880597,0.1791044776119403
8032,M. Carretta,90.0,92.0,82.0,69.0,64.0,397.0,0.22670025188916876,0.23173803526448364,0.20654911838790932,0.17380352644836272,0.16120906801007556
8033,J. Skalák,67.0,65.0,76.0,63.0,63.0,334.0,0.20059880239520958,0.19461077844311378,0.2275449101796407,0.18862275449101795,0.18862275449101795
8034,L. Lindsay,47.0,58.0,34.0,71.0,64.0,274.0,0.17153284671532848,0.2116788321167883,0.12408759124087591,0.2591240875912409,0.23357664233576642
8035,V. Hoff,68.0,70.0,72.0,79.0,57.0,346.0,0.19653179190751446,0.2023121387283237,0.20809248554913296,0.22832369942196531,0.16473988439306358
8036,M. Zaccagni,61.0,52.0,67.0,55.0,67.0,302.0,0.20198675496688742,0.17218543046357615,0.22185430463576158,0.18211920529801323,0.22185430463576158
8037,R. Vera,38.0,40.0,35.0,60.0,78.0,251.0,0.15139442231075698,0.1593625498007968,0.1394422310756972,0.23904382470119523,0.3107569721115538
8038,J. Riedel,68.0,78.0,74.0,69.0,56.0,345.0,0.19710144927536233,0.22608695652173913,0.2144927536231884,0.2,0.16231884057971013
8039,T. Yalçıner,63.0,66.0,67.0,74.0,75.0,345.0,0.1826086956521739,0.19130434782608696,0.19420289855072465,0.2144927536231884,0.21739130434782608
8040,B. De Alba,79.0,82.0,79.0,64.0,31.0,335.0,0.23582089552238805,0.24477611940298508,0.23582089552238805,0.191044776119403,0.09253731343283582
8041,A. Nouri,75.0,79.0,66.0,85.0,71.0,376.0,0.19946808510638298,0.21010638297872342,0.17553191489361702,0.22606382978723405,0.18882978723404256
8042,C. Gartner,68.0,64.0,74.0,64.0,65.0,335.0,0.20298507462686566,0.191044776119403,0.2208955223880597,0.191044776119403,0.19402985074626866
8043,T. Geyer,68.0,72.0,65.0,73.0,65.0,343.0,0.19825072886297376,0.2099125364431487,0.18950437317784258,0.21282798833819241,0.18950437317784258
8044,L. Domínguez,46.0,52.0,57.0,56.0,69.0,280.0,0.16428571428571428,0.18571428571428572,0.20357142857142857,0.2,0.24642857142857144
8045,Naldo,64.0,62.0,44.0,73.0,74.0,317.0,0.20189274447949526,0.19558359621451105,0.138801261829653,0.2302839116719243,0.2334384858044164
8046,L. Kelly,79.0,81.0,68.0,71.0,49.0,348.0,0.22701149425287356,0.23275862068965517,0.19540229885057472,0.20402298850574713,0.14080459770114942
8047,S. Whalley,93.0,91.0,88.0,68.0,41.0,381.0,0.2440944881889764,0.2388451443569554,0.23097112860892388,0.1784776902887139,0.10761154855643044
8048,K. Anzai,89.0,85.0,65.0,67.0,56.0,362.0,0.24585635359116023,0.23480662983425415,0.17955801104972377,0.1850828729281768,0.15469613259668508
8049,C. Pontius,60.0,64.0,68.0,74.0,67.0,333.0,0.18018018018018017,0.1921921921921922,0.2042042042042042,0.2222222222222222,0.2012012012012012
8050,E. Zavaleta,64.0,67.0,45.0,74.0,73.0,323.0,0.19814241486068113,0.20743034055727555,0.1393188854489164,0.22910216718266255,0.2260061919504644
8051,G. O'Neil,52.0,51.0,62.0,46.0,75.0,286.0,0.18181818181818182,0.17832167832167833,0.21678321678321677,0.16083916083916083,0.26223776223776224
8052,G. Loovens,34.0,34.0,32.0,33.0,73.0,206.0,0.1650485436893204,0.1650485436893204,0.1553398058252427,0.16019417475728157,0.35436893203883496
8053,A. González,68.0,70.0,62.0,74.0,71.0,345.0,0.19710144927536233,0.2028985507246377,0.17971014492753623,0.2144927536231884,0.20579710144927535
8054,Luís Cortez,67.0,68.0,76.0,34.0,46.0,291.0,0.23024054982817868,0.23367697594501718,0.2611683848797251,0.11683848797250859,0.15807560137457044
8055,M. Hernández,22.0,27.0,55.0,35.0,13.0,152.0,0.14473684210526316,0.17763157894736842,0.3618421052631579,0.23026315789473684,0.08552631578947369
8056,C. Donaldson,69.0,62.0,60.0,75.0,74.0,340.0,0.20294117647058824,0.18235294117647058,0.17647058823529413,0.22058823529411764,0.21764705882352942
8057,D. Mendiseca,69.0,68.0,57.0,65.0,65.0,324.0,0.21296296296296297,0.20987654320987653,0.17592592592592593,0.2006172839506173,0.2006172839506173
8058,S. Cronin,55.0,64.0,59.0,64.0,74.0,316.0,0.17405063291139242,0.20253164556962025,0.18670886075949367,0.20253164556962025,0.23417721518987342
8059,J. Taylor,87.0,88.0,86.0,78.0,60.0,399.0,0.21804511278195488,0.22055137844611528,0.21553884711779447,0.19548872180451127,0.15037593984962405
8060,R. Hall,86.0,88.0,76.0,64.0,56.0,370.0,0.23243243243243245,0.23783783783783785,0.20540540540540542,0.17297297297297298,0.15135135135135136
8061,S. Gbohouo,40.0,42.0,40.0,30.0,31.0,183.0,0.2185792349726776,0.22950819672131148,0.2185792349726776,0.16393442622950818,0.16939890710382513
8062,N. Yeri,74.0,77.0,74.0,80.0,69.0,374.0,0.19786096256684493,0.20588235294117646,0.19786096256684493,0.21390374331550802,0.18449197860962566
8063,M. Pinato,73.0,75.0,77.0,69.0,62.0,356.0,0.2050561797752809,0.21067415730337077,0.21629213483146068,0.19382022471910113,0.17415730337078653
8064,M. Johnson,89.0,86.0,85.0,72.0,31.0,363.0,0.24517906336088155,0.2369146005509642,0.23415977961432508,0.19834710743801653,0.08539944903581267
8065,D. Wouters,51.0,54.0,48.0,73.0,68.0,294.0,0.17346938775510204,0.1836734693877551,0.16326530612244897,0.24829931972789115,0.23129251700680273
8066,J. Campuzano,72.0,73.0,74.0,89.0,72.0,380.0,0.18947368421052632,0.19210526315789472,0.19473684210526315,0.23421052631578948,0.18947368421052632
8067,Z. Valentin,65.0,70.0,60.0,74.0,62.0,331.0,0.19637462235649547,0.21148036253776434,0.18126888217522658,0.22356495468277945,0.18731117824773413
8068,L. Néry,68.0,69.0,72.0,80.0,62.0,351.0,0.19373219373219372,0.19658119658119658,0.20512820512820512,0.22792022792022792,0.17663817663817663
8069,J. Iglesias,62.0,68.0,72.0,82.0,58.0,342.0,0.18128654970760233,0.19883040935672514,0.21052631578947367,0.23976608187134502,0.1695906432748538
8070,M. El Hamdaoui,66.0,52.0,67.0,49.0,31.0,265.0,0.2490566037735849,0.19622641509433963,0.2528301886792453,0.18490566037735848,0.1169811320754717
8071,Welson Leima,51.0,50.0,50.0,67.0,62.0,280.0,0.18214285714285713,0.17857142857142858,0.17857142857142858,0.2392857142857143,0.22142857142857142
8072,M. Little,79.0,85.0,75.0,79.0,55.0,373.0,0.21179624664879357,0.22788203753351208,0.20107238605898123,0.21179624664879357,0.14745308310991956
8073,B. Lennon,72.0,76.0,66.0,85.0,64.0,363.0,0.19834710743801653,0.209366391184573,0.18181818181818182,0.23415977961432508,0.1763085399449036
8074,N. Mitrović,57.0,62.0,44.0,70.0,70.0,303.0,0.18811881188118812,0.20462046204620463,0.14521452145214522,0.23102310231023102,0.23102310231023102
8075,Serginho,20.0,23.0,54.0,40.0,40.0,177.0,0.11299435028248588,0.12994350282485875,0.3050847457627119,0.22598870056497175,0.22598870056497175
8076,R. Buess,80.0,83.0,73.0,72.0,61.0,369.0,0.21680216802168023,0.22493224932249323,0.1978319783197832,0.1951219512195122,0.16531165311653118
8077,A. Al Sahabi,72.0,64.0,72.0,68.0,65.0,341.0,0.21114369501466276,0.187683284457478,0.21114369501466276,0.19941348973607037,0.1906158357771261
8078,Y. El Jebli,69.0,68.0,75.0,65.0,66.0,343.0,0.20116618075801748,0.19825072886297376,0.21865889212827988,0.18950437317784258,0.1924198250728863
8079,C. Durkin,56.0,67.0,49.0,74.0,69.0,315.0,0.17777777777777778,0.2126984126984127,0.15555555555555556,0.23492063492063492,0.21904761904761905
8080,P. Bengtsson,73.0,70.0,74.0,68.0,55.0,340.0,0.21470588235294116,0.20588235294117646,0.21764705882352942,0.2,0.16176470588235295
8081,F. Kamberi,71.0,74.0,63.0,70.0,73.0,351.0,0.2022792022792023,0.21082621082621084,0.1794871794871795,0.19943019943019943,0.20797720797720798
8082,D. Irandust,76.0,71.0,70.0,70.0,44.0,331.0,0.229607250755287,0.21450151057401812,0.21148036253776434,0.21148036253776434,0.13293051359516617
8083,L. Nomenjanahary,80.0,78.0,71.0,72.0,50.0,351.0,0.22792022792022792,0.2222222222222222,0.2022792022792023,0.20512820512820512,0.14245014245014245
8084,D. Steres,47.0,58.0,60.0,64.0,68.0,297.0,0.15824915824915825,0.19528619528619529,0.20202020202020202,0.21548821548821548,0.22895622895622897
8085,G. Donyoh,88.0,90.0,86.0,65.0,41.0,370.0,0.23783783783783785,0.24324324324324326,0.23243243243243245,0.17567567567567569,0.11081081081081082
8086,Castro,75.0,72.0,74.0,72.0,56.0,349.0,0.2148997134670487,0.20630372492836677,0.21203438395415472,0.20630372492836677,0.16045845272206305
8087,F. Troyansky,75.0,68.0,63.0,76.0,58.0,340.0,0.22058823529411764,0.2,0.18529411764705883,0.2235294117647059,0.17058823529411765
8088,D. Koppers,73.0,70.0,66.0,73.0,70.0,352.0,0.20738636363636365,0.19886363636363635,0.1875,0.20738636363636365,0.19886363636363635
8089,M. Moscati,67.0,79.0,71.0,90.0,60.0,367.0,0.18256130790190736,0.21525885558583105,0.19346049046321526,0.2452316076294278,0.16348773841961853
8090,J. Roa,61.0,66.0,71.0,80.0,59.0,337.0,0.18100890207715134,0.19584569732937684,0.21068249258160238,0.23738872403560832,0.17507418397626112
8091,Lu Wenjun,73.0,75.0,75.0,68.0,43.0,334.0,0.218562874251497,0.2245508982035928,0.2245508982035928,0.20359281437125748,0.12874251497005987
8092,F. Crivelli,48.0,50.0,54.0,36.0,19.0,207.0,0.2318840579710145,0.24154589371980675,0.2608695652173913,0.17391304347826086,0.09178743961352658
8093,J. Amoroso,74.0,76.0,68.0,69.0,40.0,327.0,0.22629969418960244,0.2324159021406728,0.20795107033639143,0.21100917431192662,0.12232415902140673
8094,A. Barillà,78.0,89.0,83.0,87.0,70.0,407.0,0.19164619164619165,0.21867321867321868,0.20393120393120392,0.21375921375921375,0.171990171990172
8095,K. Agard,80.0,82.0,91.0,73.0,59.0,385.0,0.2077922077922078,0.21298701298701297,0.23636363636363636,0.18961038961038962,0.15324675324675324
8096,Y. Boli,85.0,82.0,85.0,62.0,56.0,370.0,0.22972972972972974,0.22162162162162163,0.22972972972972974,0.16756756756756758,0.15135135135135136
8097,Borja Viguera,69.0,66.0,65.0,51.0,50.0,301.0,0.2292358803986711,0.21926910299003322,0.2159468438538206,0.16943521594684385,0.16611295681063123
8098,A. Masika,84.0,88.0,89.0,65.0,42.0,368.0,0.22826086956521738,0.2391304347826087,0.2418478260869565,0.1766304347826087,0.11413043478260869
8099,S. Kroon,90.0,85.0,81.0,61.0,64.0,381.0,0.23622047244094488,0.2230971128608924,0.2125984251968504,0.16010498687664043,0.1679790026246719
8100,A. Al Hafith,52.0,59.0,64.0,77.0,80.0,332.0,0.1566265060240964,0.17771084337349397,0.1927710843373494,0.2319277108433735,0.24096385542168675
8101,J. Gradit,70.0,68.0,63.0,82.0,71.0,354.0,0.1977401129943503,0.192090395480226,0.17796610169491525,0.23163841807909605,0.20056497175141244
8102,L. Boeder,66.0,68.0,60.0,67.0,57.0,318.0,0.20754716981132076,0.2138364779874214,0.18867924528301888,0.21069182389937108,0.1792452830188679
8103,T. Pochettino,59.0,61.0,63.0,74.0,45.0,302.0,0.19536423841059603,0.20198675496688742,0.20860927152317882,0.24503311258278146,0.1490066225165563
8104,A. Robic,70.0,65.0,72.0,81.0,59.0,347.0,0.2017291066282421,0.1873198847262248,0.207492795389049,0.2334293948126801,0.17002881844380405
8105,E. Nazaryna,65.0,67.0,71.0,73.0,55.0,331.0,0.19637462235649547,0.20241691842900303,0.21450151057401812,0.22054380664652568,0.1661631419939577
8106,J. Cascante,57.0,58.0,39.0,60.0,75.0,289.0,0.1972318339100346,0.20069204152249134,0.13494809688581316,0.20761245674740483,0.25951557093425603
8107,A. Ibrahim,68.0,63.0,70.0,71.0,71.0,343.0,0.19825072886297376,0.1836734693877551,0.20408163265306123,0.20699708454810495,0.20699708454810495
8108,F. Ulvestad,66.0,63.0,69.0,78.0,64.0,340.0,0.19411764705882353,0.18529411764705883,0.20294117647058824,0.22941176470588234,0.18823529411764706
8109,C. Çavlan,77.0,78.0,74.0,73.0,72.0,374.0,0.20588235294117646,0.20855614973262032,0.19786096256684493,0.19518716577540107,0.1925133689839572
8110,F. Ben Youssef,63.0,67.0,57.0,70.0,56.0,313.0,0.2012779552715655,0.21405750798722045,0.18210862619808307,0.22364217252396165,0.17891373801916932
8111,M. Pučko,76.0,70.0,74.0,49.0,42.0,311.0,0.24437299035369775,0.22508038585209003,0.2379421221864952,0.15755627009646303,0.13504823151125403
8112,C. Gönen,44.0,47.0,48.0,28.0,35.0,202.0,0.21782178217821782,0.23267326732673269,0.2376237623762376,0.13861386138613863,0.17326732673267325
8113,S. Moore,50.0,48.0,58.0,36.0,34.0,226.0,0.22123893805309736,0.21238938053097345,0.25663716814159293,0.1592920353982301,0.1504424778761062
8114,L. Taylor,79.0,85.0,82.0,68.0,49.0,363.0,0.21763085399449036,0.23415977961432508,0.22589531680440772,0.18732782369146006,0.1349862258953168
8115,M. de Leeuw,59.0,45.0,68.0,55.0,73.0,300.0,0.19666666666666666,0.15,0.22666666666666666,0.18333333333333332,0.24333333333333335
8116,A. Ngamukol,85.0,87.0,83.0,71.0,32.0,358.0,0.23743016759776536,0.2430167597765363,0.23184357541899442,0.19832402234636873,0.0893854748603352
8117,F. Brandán,87.0,84.0,86.0,62.0,33.0,352.0,0.2471590909090909,0.23863636363636365,0.24431818181818182,0.17613636363636365,0.09375
8118,Zubiaurre,31.0,28.0,33.0,22.0,21.0,135.0,0.22962962962962963,0.2074074074074074,0.24444444444444444,0.16296296296296298,0.15555555555555556
8119,S. Quinn,71.0,61.0,85.0,65.0,74.0,356.0,0.199438202247191,0.17134831460674158,0.23876404494382023,0.18258426966292135,0.20786516853932585
8120,S. Bertram,73.0,76.0,76.0,67.0,39.0,331.0,0.22054380664652568,0.229607250755287,0.229607250755287,0.20241691842900303,0.11782477341389729
8121,Z. Korcsmár,60.0,66.0,52.0,71.0,75.0,324.0,0.18518518518518517,0.2037037037037037,0.16049382716049382,0.2191358024691358,0.23148148148148148
8122,Camacho,40.0,42.0,42.0,34.0,65.0,223.0,0.17937219730941703,0.18834080717488788,0.18834080717488788,0.15246636771300448,0.2914798206278027
8123,D. Sorgić,53.0,58.0,74.0,73.0,57.0,315.0,0.16825396825396827,0.18412698412698414,0.23492063492063492,0.23174603174603176,0.18095238095238095
8124,P. Mortensen,53.0,52.0,61.0,66.0,53.0,285.0,0.18596491228070175,0.1824561403508772,0.21403508771929824,0.23157894736842105,0.18596491228070175
8125,Tekio,66.0,71.0,58.0,90.0,77.0,362.0,0.18232044198895028,0.19613259668508287,0.16022099447513813,0.24861878453038674,0.212707182320442
8126,P. Ofosu-Ayeh,87.0,88.0,71.0,74.0,70.0,390.0,0.2230769230769231,0.22564102564102564,0.18205128205128204,0.18974358974358974,0.1794871794871795
8127,M. Bíttolo,75.0,77.0,64.0,69.0,62.0,347.0,0.21613832853025935,0.2219020172910663,0.1844380403458213,0.1988472622478386,0.1786743515850144
8128,B. Djiby Fall,57.0,60.0,62.0,61.0,66.0,306.0,0.18627450980392157,0.19607843137254902,0.20261437908496732,0.19934640522875818,0.21568627450980393
8129,D. Cardoso,66.0,69.0,45.0,69.0,66.0,315.0,0.20952380952380953,0.21904761904761905,0.14285714285714285,0.21904761904761905,0.20952380952380953
8130,J. Demetriou,75.0,74.0,68.0,84.0,69.0,370.0,0.20270270270270271,0.2,0.1837837837837838,0.22702702702702704,0.1864864864864865
8131,Ilhamjan Iminjan,73.0,75.0,75.0,75.0,35.0,333.0,0.21921921921921922,0.22522522522522523,0.22522522522522523,0.22522522522522523,0.10510510510510511
8132,M. Ritzmaier,73.0,72.0,74.0,68.0,76.0,363.0,0.20110192837465565,0.19834710743801653,0.20385674931129477,0.18732782369146006,0.209366391184573
8133,C. Dell'Orco,61.0,67.0,61.0,61.0,57.0,307.0,0.1986970684039088,0.2182410423452769,0.1986970684039088,0.1986970684039088,0.18566775244299674
8134,H. Shala,74.0,74.0,80.0,65.0,71.0,364.0,0.2032967032967033,0.2032967032967033,0.21978021978021978,0.17857142857142858,0.19505494505494506
8135,R. Williams,51.0,62.0,37.0,39.0,34.0,223.0,0.22869955156950672,0.27802690582959644,0.16591928251121077,0.17488789237668162,0.15246636771300448
8136,S. Molina,76.0,79.0,78.0,79.0,46.0,358.0,0.2122905027932961,0.2206703910614525,0.21787709497206703,0.2206703910614525,0.12849162011173185
8137,J. Ángulo,75.0,72.0,73.0,80.0,61.0,361.0,0.2077562326869806,0.1994459833795014,0.20221606648199447,0.22160664819944598,0.16897506925207756
8138,F. Guichón,73.0,67.0,70.0,62.0,72.0,344.0,0.21220930232558138,0.19476744186046513,0.20348837209302326,0.18023255813953487,0.20930232558139536
8139,G. Tormin,81.0,76.0,80.0,67.0,45.0,349.0,0.23209169054441262,0.2177650429799427,0.22922636103151864,0.19197707736389685,0.12893982808022922
8140,R. Noya,48.0,58.0,41.0,54.0,76.0,277.0,0.17328519855595667,0.20938628158844766,0.148014440433213,0.19494584837545126,0.2743682310469314
8141,L. Clemenza,69.0,67.0,68.0,67.0,34.0,305.0,0.2262295081967213,0.21967213114754097,0.22295081967213115,0.21967213114754097,0.11147540983606558
8142,Paik Seung Ho,67.0,68.0,63.0,61.0,52.0,311.0,0.21543408360128619,0.21864951768488747,0.20257234726688103,0.19614147909967847,0.16720257234726688
8143,L. Wolsztyński,66.0,70.0,66.0,61.0,53.0,316.0,0.2088607594936709,0.22151898734177214,0.2088607594936709,0.1930379746835443,0.16772151898734178
8144,P. Göbel,74.0,70.0,80.0,73.0,42.0,339.0,0.2182890855457227,0.20648967551622419,0.2359882005899705,0.2153392330383481,0.12389380530973451
8145,A. Gouiri,69.0,73.0,71.0,59.0,52.0,324.0,0.21296296296296297,0.22530864197530864,0.2191358024691358,0.18209876543209877,0.16049382716049382
8146,S. Bruzzese,38.0,43.0,46.0,26.0,24.0,177.0,0.21468926553672316,0.24293785310734464,0.2598870056497175,0.14689265536723164,0.13559322033898305
8147,M. Njie,86.0,88.0,81.0,73.0,37.0,365.0,0.2356164383561644,0.2410958904109589,0.2219178082191781,0.2,0.10136986301369863
8148,S. Raggett,60.0,66.0,41.0,67.0,66.0,300.0,0.2,0.22,0.13666666666666666,0.22333333333333333,0.22
8149,P. Klewin,43.0,40.0,35.0,30.0,24.0,172.0,0.25,0.23255813953488372,0.20348837209302326,0.1744186046511628,0.13953488372093023
8150,G. Ţucudean,61.0,65.0,62.0,68.0,65.0,321.0,0.19003115264797507,0.20249221183800623,0.19314641744548286,0.2118380062305296,0.20249221183800623
8151,J. Ward,74.0,72.0,86.0,79.0,85.0,396.0,0.18686868686868688,0.18181818181818182,0.21717171717171718,0.1994949494949495,0.21464646464646464
8152,S. Jovanović,81.0,80.0,67.0,63.0,33.0,324.0,0.25,0.24691358024691357,0.20679012345679013,0.19444444444444445,0.10185185185185185
8153,N. Schouterden,74.0,73.0,74.0,67.0,62.0,350.0,0.21142857142857144,0.20857142857142857,0.21142857142857144,0.19142857142857142,0.17714285714285713
8154,S. Wannenwetsch,69.0,68.0,71.0,81.0,78.0,367.0,0.1880108991825613,0.18528610354223432,0.19346049046321526,0.22070844686648503,0.2125340599455041
8155,R. Oxford,66.0,72.0,62.0,65.0,68.0,333.0,0.1981981981981982,0.21621621621621623,0.18618618618618618,0.19519519519519518,0.2042042042042042
8156,R. Gelmi,73.0,80.0,58.0,76.0,67.0,354.0,0.2062146892655367,0.22598870056497175,0.1638418079096045,0.21468926553672316,0.18926553672316385
8157,Elgezabal,56.0,51.0,57.0,65.0,72.0,301.0,0.18604651162790697,0.16943521594684385,0.1893687707641196,0.2159468438538206,0.23920265780730898
8158,C. Schorch,51.0,49.0,59.0,63.0,70.0,292.0,0.17465753424657535,0.1678082191780822,0.20205479452054795,0.21575342465753425,0.23972602739726026
8159,F. Migliore,71.0,70.0,74.0,85.0,66.0,366.0,0.19398907103825136,0.1912568306010929,0.20218579234972678,0.23224043715846995,0.18032786885245902
8160,M. Gilks,44.0,37.0,47.0,27.0,30.0,185.0,0.23783783783783785,0.2,0.25405405405405407,0.14594594594594595,0.16216216216216217
8161,Renan Tojeiras,47.0,52.0,81.0,83.0,88.0,351.0,0.1339031339031339,0.14814814814814814,0.23076923076923078,0.23646723646723647,0.25071225071225073
8162,G. Miura,63.0,62.0,50.0,71.0,64.0,310.0,0.2032258064516129,0.2,0.16129032258064516,0.22903225806451613,0.2064516129032258
8163,Juande,66.0,65.0,65.0,74.0,75.0,345.0,0.19130434782608696,0.18840579710144928,0.18840579710144928,0.2144927536231884,0.21739130434782608
8164,H. Rojas,66.0,68.0,68.0,67.0,47.0,316.0,0.2088607594936709,0.21518987341772153,0.21518987341772153,0.2120253164556962,0.14873417721518986
8165,Nuno Cedrim,72.0,71.0,62.0,60.0,40.0,305.0,0.2360655737704918,0.23278688524590163,0.20327868852459016,0.19672131147540983,0.13114754098360656
8166,F. Orlando,92.0,91.0,82.0,74.0,49.0,388.0,0.23711340206185566,0.2345360824742268,0.211340206185567,0.19072164948453607,0.12628865979381443
8167,I. Henderson,60.0,64.0,74.0,69.0,63.0,330.0,0.18181818181818182,0.19393939393939394,0.22424242424242424,0.20909090909090908,0.19090909090909092
8168,L. Bostyn,34.0,38.0,37.0,24.0,36.0,169.0,0.20118343195266272,0.22485207100591717,0.21893491124260356,0.14201183431952663,0.21301775147928995
8169,L. Abergel,76.0,69.0,72.0,76.0,76.0,369.0,0.20596205962059622,0.18699186991869918,0.1951219512195122,0.20596205962059622,0.20596205962059622
8170,A. Zapata,81.0,71.0,78.0,78.0,50.0,358.0,0.22625698324022347,0.19832402234636873,0.21787709497206703,0.21787709497206703,0.13966480446927373
8171,M. Smith,64.0,67.0,50.0,75.0,65.0,321.0,0.19937694704049844,0.2087227414330218,0.1557632398753894,0.2336448598130841,0.20249221183800623
8172,N. Zimling,43.0,37.0,64.0,65.0,68.0,277.0,0.1552346570397112,0.13357400722021662,0.23104693140794225,0.23465703971119134,0.24548736462093862
8173,J. Bager,69.0,71.0,70.0,72.0,65.0,347.0,0.1988472622478386,0.20461095100864554,0.2017291066282421,0.207492795389049,0.1873198847262248
8174,G. Masouras,87.0,88.0,75.0,74.0,70.0,394.0,0.22081218274111675,0.2233502538071066,0.19035532994923857,0.18781725888324874,0.17766497461928935
8175,G. Bourillon,33.0,35.0,32.0,60.0,58.0,218.0,0.15137614678899083,0.16055045871559634,0.14678899082568808,0.27522935779816515,0.26605504587155965
8176,A. D'Alberto,74.0,78.0,65.0,70.0,65.0,352.0,0.21022727272727273,0.2215909090909091,0.1846590909090909,0.19886363636363635,0.1846590909090909
8177,Lee Seok Hyun,73.0,71.0,72.0,75.0,38.0,329.0,0.22188449848024316,0.21580547112462006,0.2188449848024316,0.22796352583586627,0.11550151975683891
8178,W. Francis,72.0,77.0,72.0,79.0,67.0,367.0,0.19618528610354224,0.2098092643051771,0.19618528610354224,0.21525885558583105,0.18256130790190736
8179,B. Vătăjelu,85.0,84.0,83.0,65.0,71.0,388.0,0.2190721649484536,0.21649484536082475,0.21391752577319587,0.16752577319587628,0.18298969072164947
8180,M. Bani,53.0,62.0,54.0,63.0,67.0,299.0,0.17725752508361203,0.20735785953177258,0.1806020066889632,0.21070234113712374,0.22408026755852842
8181,N. Butzen,81.0,78.0,78.0,90.0,52.0,379.0,0.21372031662269128,0.20580474934036938,0.20580474934036938,0.23746701846965698,0.13720316622691292
8182,L. Ilić,79.0,77.0,77.0,62.0,53.0,348.0,0.22701149425287356,0.22126436781609196,0.22126436781609196,0.1781609195402299,0.15229885057471265
8183,E. Trejo,77.0,79.0,70.0,70.0,52.0,348.0,0.22126436781609196,0.22701149425287356,0.20114942528735633,0.20114942528735633,0.14942528735632185
8184,T. Eaves,50.0,60.0,58.0,72.0,60.0,300.0,0.16666666666666666,0.2,0.19333333333333333,0.24,0.2
8185,D. Del Fabro,65.0,59.0,55.0,66.0,71.0,316.0,0.20569620253164558,0.18670886075949367,0.17405063291139242,0.2088607594936709,0.22468354430379747
8186,Pol García,58.0,66.0,58.0,36.0,71.0,289.0,0.20069204152249134,0.22837370242214533,0.20069204152249134,0.1245674740484429,0.24567474048442905
8187,F. Escobar,70.0,75.0,67.0,74.0,68.0,354.0,0.1977401129943503,0.211864406779661,0.18926553672316385,0.20903954802259886,0.192090395480226
8188,D. Agazzi,69.0,60.0,77.0,78.0,71.0,355.0,0.19436619718309858,0.16901408450704225,0.21690140845070421,0.21971830985915494,0.2
8189,C. Cambon,52.0,68.0,56.0,60.0,73.0,309.0,0.16828478964401294,0.22006472491909385,0.18122977346278318,0.1941747572815534,0.23624595469255663
8190,A. Tembeng,58.0,56.0,56.0,48.0,76.0,294.0,0.19727891156462585,0.19047619047619047,0.19047619047619047,0.16326530612244897,0.2585034013605442
8191,A. Gomes,75.0,69.0,83.0,57.0,42.0,326.0,0.23006134969325154,0.2116564417177914,0.254601226993865,0.17484662576687116,0.12883435582822086
8192,Estevãtinho,47.0,51.0,53.0,54.0,44.0,249.0,0.18875502008032127,0.20481927710843373,0.21285140562248997,0.21686746987951808,0.17670682730923695
8193,S. Lex,87.0,90.0,77.0,62.0,48.0,364.0,0.23901098901098902,0.24725274725274726,0.21153846153846154,0.17032967032967034,0.13186813186813187
